id,next_arrive_time
210457,61.58213424682617
210458,70.53131103515625
210459,70.74067687988281
210460,61.69602966308594
210461,83.91071319580078
210462,44.85486221313477
210463,62.48960494995117
210464,42.88754272460938
210465,60.32066345214844
210466,56.67407226562500
210467,66.91081237792969
210468,53.74821090698242
210469,66.15036010742188
210470,60.20517349243164
210471,74.64892578125000
210472,63.94716644287109
210473,53.12624359130859
210474,61.58213424682617
210475,49.29477310180664
210476,44.01838684082031
210477,75.05295562744141
210478,74.54772186279297
210479,70.42646026611328
210480,81.53691101074219
210481,92.31283569335938
210482,86.52104949951172
210483,64.05844116210938
210484,63.50088882446289
210485,50.84874343872070
210486,61.23970031738281
210487,100.60315704345703
210488,53.62416839599609
210489,61.58213424682617
210490,70.53131103515625
210491,86.52104949951172
210492,70.42646026611328
210493,66.15036010742188
210494,70.74067687988281
210495,61.69602966308594
210496,83.91071319580078
210497,44.85486221313477
210498,62.48960494995117
210499,42.88754272460938
210500,51.86859893798828
210501,60.32066345214844
210502,56.67407226562500
210503,66.91081237792969
210504,53.74821090698242
210505,66.15036010742188
210506,60.20517349243164
210507,74.64892578125000
210508,81.82399749755859
210509,66.25933074951172
210510,63.94716644287109
210511,53.12624359130859
210512,61.58213424682617
210513,49.29477310180664
210514,44.01838684082031
210515,75.05295562744141
210516,74.54772186279297
210517,70.42646026611328
210518,81.53691101074219
210519,92.31283569335938
210520,86.52104949951172
210521,64.05844116210938
210522,63.50088882446289
210523,50.84874343872070
210524,61.23970031738281
210525,100.60315704345703
210526,53.62416839599609
210527,92.31283569335938
210528,74.54772186279297
210529,66.15036010742188
210530,70.74067687988281
210531,61.69602966308594
210532,83.91071319580078
210533,44.85486221313477
210534,62.48960494995117
210535,42.88754272460938
210536,51.86859893798828
210537,60.32066345214844
210538,56.67407226562500
210539,66.91081237792969
210540,53.74821090698242
210541,66.15036010742188
210542,60.20517349243164
210543,74.64892578125000
210544,81.82399749755859
210545,101.86035919189453
210546,66.91081237792969
210547,53.12624359130859
210548,61.58213424682617
210549,49.29477310180664
210550,44.01838684082031
210551,75.05295562744141
210552,74.54772186279297
210553,70.42646026611328
210554,81.53691101074219
210555,64.05844116210938
210556,63.50088882446289
210557,50.84874343872070
210558,61.23970031738281
210559,100.60315704345703
210560,53.62416839599609
210561,61.58213424682617
210562,70.53131103515625
210563,86.52104949951172
210564,70.42646026611328
210565,66.15036010742188
210566,70.74067687988281
210567,61.69602966308594
210568,83.91071319580078
210569,44.85486221313477
210570,62.48960494995117
210571,42.88754272460938
210572,60.32066345214844
210573,56.67407226562500
210574,66.91081237792969
210575,53.74821090698242
210576,66.15036010742188
210577,60.20517349243164
210578,74.64892578125000
210579,81.82399749755859
210580,101.86035919189453
210581,66.91081237792969
210582,66.25933074951172
210583,63.94716644287109
210584,53.12624359130859
210585,44.01838684082031
210586,75.05295562744141
210587,81.53691101074219
210588,92.31283569335938
210589,86.52104949951172
210590,64.05844116210938
210591,63.50088882446289
210592,50.84874343872070
210593,61.23970031738281
210594,100.60315704345703
210595,53.62416839599609
210596,61.58213424682617
210597,70.53131103515625
210598,86.52104949951172
210599,92.31283569335938
210600,74.54772186279297
210601,70.74067687988281
210602,61.69602966308594
210603,83.91071319580078
210604,44.85486221313477
210605,62.48960494995117
210606,42.88754272460938
210607,60.32066345214844
210608,56.67407226562500
210609,66.91081237792969
210610,53.74821090698242
210611,66.15036010742188
210612,60.20517349243164
210613,74.64892578125000
210614,53.12624359130859
210615,44.01838684082031
210616,75.05295562744141
210617,74.54772186279297
210618,92.31283569335938
210619,86.52104949951172
210620,64.05844116210938
210621,63.50088882446289
210622,50.84874343872070
210623,61.23970031738281
210624,70.53131103515625
210625,86.52104949951172
210626,53.62416839599609
210627,61.58213424682617
210628,70.53131103515625
210629,86.52104949951172
210630,92.31283569335938
210631,70.74067687988281
210632,61.69602966308594
210633,83.91071319580078
210634,44.85486221313477
210635,62.48960494995117
210636,42.88754272460938
210637,60.32066345214844
210638,56.67407226562500
210639,66.91081237792969
210640,53.74821090698242
210641,66.15036010742188
210642,60.20517349243164
210643,74.64892578125000
210644,81.82399749755859
210645,101.86035919189453
210646,66.91081237792969
210647,66.25933074951172
210648,63.94716644287109
210649,53.12624359130859
210650,44.01838684082031
210651,75.05295562744141
210652,74.54772186279297
210653,70.42646026611328
210654,81.53691101074219
210655,92.31283569335938
210656,86.52104949951172
210657,64.05844116210938
210658,63.50088882446289
210659,50.84874343872070
210660,61.23970031738281
210661,87.71650695800781
210662,53.62416839599609
210663,61.58213424682617
210664,70.53131103515625
210665,86.52104949951172
210666,70.74067687988281
210667,61.69602966308594
210668,83.91071319580078
210669,44.85486221313477
210670,62.48960494995117
210671,42.88754272460938
210672,51.86859893798828
210673,60.32066345214844
210674,56.67407226562500
210675,66.91081237792969
210676,53.74821090698242
210677,66.15036010742188
210678,60.20517349243164
210679,74.64892578125000
210680,81.82399749755859
210681,101.86035919189453
210682,66.91081237792969
210683,66.25933074951172
210684,63.94716644287109
210685,53.12624359130859
210686,61.58213424682617
210687,49.29477310180664
210688,44.01838684082031
210689,75.05295562744141
210690,74.54772186279297
210691,70.42646026611328
210692,81.53691101074219
210693,64.05844116210938
210694,63.50088882446289
210695,50.84874343872070
210696,61.23970031738281
210697,87.71650695800781
210698,53.62416839599609
210699,61.58213424682617
210700,70.53131103515625
210701,86.52104949951172
210702,66.15036010742188
210703,53.74821090698242
210704,66.91081237792969
210705,70.74067687988281
210706,61.69602966308594
210707,83.91071319580078
210708,44.85486221313477
210709,62.48960494995117
210710,42.88754272460938
210711,60.32066345214844
210712,56.67407226562500
210713,66.91081237792969
210714,53.74821090698242
210715,66.15036010742188
210716,60.20517349243164
210717,74.64892578125000
210718,81.82399749755859
210719,66.25933074951172
210720,63.94716644287109
210721,53.12624359130859
210722,61.58213424682617
210723,49.29477310180664
210724,44.01838684082031
210725,75.05295562744141
210726,74.54772186279297
210727,70.42646026611328
210728,81.53691101074219
210729,92.31283569335938
210730,86.52104949951172
210731,64.05844116210938
210732,63.50088882446289
210733,50.84874343872070
210734,61.23970031738281
210735,87.71650695800781
210736,53.62416839599609
210737,61.58213424682617
210738,70.53131103515625
210739,64.05844116210938
210740,86.52104949951172
210741,92.31283569335938
210742,81.53691101074219
210743,66.15036010742188
210744,53.74821090698242
210745,66.91081237792969
210746,70.74067687988281
210747,61.69602966308594
210748,83.91071319580078
210749,44.85486221313477
210750,62.48960494995117
210751,42.88754272460938
210752,51.86859893798828
210753,60.32066345214844
210754,56.67407226562500
210755,66.91081237792969
210756,53.74821090698242
210757,66.15036010742188
210758,60.20517349243164
210759,74.64892578125000
210760,81.82399749755859
210761,101.86035919189453
210762,66.91081237792969
210763,53.12624359130859
210764,61.58213424682617
210765,49.29477310180664
210766,44.01838684082031
210767,75.05295562744141
210768,74.54772186279297
210769,70.42646026611328
210770,81.53691101074219
210771,92.31283569335938
210772,86.52104949951172
210773,64.05844116210938
210774,63.50088882446289
210775,50.84874343872070
210776,53.62416839599609
210777,70.53131103515625
210778,64.05844116210938
210779,86.52104949951172
210780,66.15036010742188
210781,51.86859893798828
210782,60.32066345214844
210783,56.67407226562500
210784,66.91081237792969
210785,53.74821090698242
210786,66.15036010742188
210787,60.20517349243164
210788,74.64892578125000
210789,81.82399749755859
210790,101.86035919189453
210791,63.94716644287109
210792,53.12624359130859
210793,61.58213424682617
210794,49.29477310180664
210795,44.01838684082031
210796,75.05295562744141
210797,74.54772186279297
210798,70.42646026611328
210799,81.53691101074219
210800,64.05844116210938
210801,63.50088882446289
210802,50.84874343872070
210803,61.23970031738281
210804,87.71650695800781
210805,53.62416839599609
210806,61.58213424682617
210807,70.53131103515625
210808,53.62416839599609
210809,86.52104949951172
210810,92.31283569335938
210811,66.15036010742188
210812,70.74067687988281
210813,61.69602966308594
210814,83.91071319580078
210815,44.85486221313477
210816,62.48960494995117
210817,42.88754272460938
210818,51.86859893798828
210819,60.32066345214844
210820,56.67407226562500
210821,66.91081237792969
210822,53.74821090698242
210823,66.15036010742188
210824,60.20517349243164
210825,74.64892578125000
210826,81.82399749755859
210827,101.86035919189453
210828,63.94716644287109
210829,53.12624359130859
210830,44.01838684082031
210831,75.05295562744141
210832,74.54772186279297
210833,70.42646026611328
210834,81.53691101074219
210835,92.31283569335938
210836,86.52104949951172
210837,64.05844116210938
210838,63.50088882446289
210839,50.84874343872070
210840,61.23970031738281
210841,100.60315704345703
210842,53.62416839599609
210843,61.58213424682617
210844,70.53131103515625
210845,64.05844116210938
210846,86.52104949951172
210847,70.74067687988281
210848,61.69602966308594
210849,83.91071319580078
210850,44.85486221313477
210851,62.48960494995117
210852,42.88754272460938
210853,51.86859893798828
210854,60.32066345214844
210855,56.67407226562500
210856,66.91081237792969
210857,53.74821090698242
210858,66.15036010742188
210859,60.20517349243164
210860,74.64892578125000
210861,81.82399749755859
210862,101.86035919189453
210863,66.91081237792969
210864,66.25933074951172
210865,63.94716644287109
210866,53.12624359130859
210867,61.58213424682617
210868,49.29477310180664
210869,44.01838684082031
210870,75.05295562744141
210871,74.54772186279297
210872,70.42646026611328
210873,81.53691101074219
210874,92.31283569335938
210875,86.52104949951172
210876,64.05844116210938
210877,63.50088882446289
210878,50.84874343872070
210879,61.23970031738281
210880,87.71650695800781
210881,53.62416839599609
210882,61.58213424682617
210883,70.53131103515625
210884,86.52104949951172
210885,66.15036010742188
210886,70.74067687988281
210887,61.69602966308594
210888,83.91071319580078
210889,44.85486221313477
210890,62.48960494995117
210891,42.88754272460938
210892,60.32066345214844
210893,56.67407226562500
210894,66.91081237792969
210895,53.74821090698242
210896,66.15036010742188
210897,60.20517349243164
210898,74.64892578125000
210899,81.82399749755859
210900,101.86035919189453
210901,66.91081237792969
210902,66.25933074951172
210903,63.94716644287109
210904,53.12624359130859
210905,61.58213424682617
210906,49.29477310180664
210907,44.01838684082031
210908,75.05295562744141
210909,74.54772186279297
210910,70.42646026611328
210911,81.53691101074219
210912,92.31283569335938
210913,86.52104949951172
210914,64.05844116210938
210915,63.50088882446289
210916,50.84874343872070
210917,61.23970031738281
210918,100.60315704345703
210919,53.62416839599609
210920,61.58213424682617
210921,70.53131103515625
210922,86.52104949951172
210923,92.31283569335938
210924,81.53691101074219
210925,70.74067687988281
210926,61.69602966308594
210927,83.91071319580078
210928,44.85486221313477
210929,62.48960494995117
210930,42.88754272460938
210931,51.86859893798828
210932,60.32066345214844
210933,56.67407226562500
210934,66.91081237792969
210935,53.74821090698242
210936,66.15036010742188
210937,60.20517349243164
210938,74.64892578125000
210939,81.82399749755859
210940,101.86035919189453
210941,66.91081237792969
210942,66.25933074951172
210943,63.94716644287109
210944,53.12624359130859
210945,61.58213424682617
210946,49.29477310180664
210947,44.01838684082031
